dataset,region,noise,seed,init_mae,init_in,init_out,region_share_R,prec_knn,arm,mae,err_in,err_out,n_in_region,error
diamonds,sparse_init,clean,7007,0.20547204667576255,0.19672568730175044,0.20644656462768776,0.118,0.10666666666666667,rho,0.20359848458795507,0.20440690998763214,0.20350840996020558,18.0,
diamonds,sparse_init,clean,7007,0.20547204667576255,0.19672568730175044,0.20644656462768776,0.118,0.10666666666666667,ws_default,0.2032744420086358,0.19944644389623917,0.20370095694141468,23.0,
diamonds,sparse_init,clean,7007,0.20547204667576255,0.19672568730175044,0.20644656462768776,0.118,0.10666666666666667,ws_tuned,0.20324399147988984,0.18978846319716983,0.2047432042727131,27.0,
diamonds,sparse_init,clean,7007,0.20547204667576255,0.19672568730175044,0.20644656462768776,0.118,0.10666666666666667,kcenter_a1,0.20181982106711654,0.2005669852815633,0.20195941182844104,6.0,
diamonds,sparse_init,clean,7007,0.20547204667576255,0.19672568730175044,0.20644656462768776,0.118,0.10666666666666667,rho_a1,0.2071624127062314,0.21345862230207444,0.20646089004773374,18.0,
diamonds,sparse_init,clean,7007,0.20547204667576255,0.19672568730175044,0.20644656462768776,0.118,0.10666666666666667,rho_landscape_a1,0.2060054383461014,0.20278623492166303,0.20636412147285876,22.0,
diamonds,sparse_init,clean,7007,0.20547204667576255,0.19672568730175044,0.20644656462768776,0.118,0.10666666666666667,rho_filter_a1,0.20462346830371467,0.19038774603385783,0.20620961018485182,24.0,
diamonds,sparse_init,clean,7008,0.19565404999185332,0.20122607244088403,0.19502114766468054,0.11666666666666667,0.08444444444444445,all_data,0.18944999505857407,0.19022121301796424,0.1893623956912491,,
diamonds,sparse_init,clean,7008,0.19565404999185332,0.20122607244088403,0.19502114766468054,0.11666666666666667,0.08444444444444445,random,0.1979477561845385,0.19729180552594935,0.19802226282950072,,
diamonds,sparse_init,clean,7008,0.19565404999185332,0.20122607244088403,0.19502114766468054,0.11666666666666667,0.08444444444444445,uniform,0.19583480140974985,0.1964648419106347,0.19576323778938212,14.0,
diamonds,sparse_init,clean,7008,0.19565404999185332,0.20122607244088403,0.19502114766468054,0.11666666666666667,0.08444444444444445,rho,0.19491268085630326,0.1952226271279661,0.19487747537778474,20.0,
