task,region,noise,seed,init_mae,init_in,init_out,p_gate,cx,cy,detect_dist,arm,hp,mae,err_in,err_out,ess
synthetic,hard,gauss,4030,0.21753719796420404,0.40095396860493204,0.1937033803103241,0.01,0.866316703297818,0.8771763259368652,0.6293012765303201,density,density|alpha=1.0,0.10831142299695075,0.3305754765165419,0.07942965333056322,0.9459357861611435
synthetic,hard,gauss,4030,0.21753719796420404,0.40095396860493204,0.1937033803103241,0.01,0.866316703297818,0.8771763259368652,0.6293012765303201,smoothed_loss,smoothed_loss|alpha=0.2,0.10694706098263895,0.32232107245777747,0.07896060751411814,0.9751719811476688
synthetic,hard,gauss,4030,0.21753719796420404,0.40095396860493204,0.1937033803103241,0.01,0.866316703297818,0.8771763259368652,0.6293012765303201,smoothed_loss,smoothed_loss|alpha=0.5,0.11191539870735176,0.31506439223722865,0.08551750689273499,0.8627190550868683
synthetic,hard,gauss,4030,0.21753719796420404,0.40095396860493204,0.1937033803103241,0.01,0.866316703297818,0.8771763259368652,0.6293012765303201,smoothed_loss,smoothed_loss|alpha=0.8,0.11644425958886825,0.30382134844839526,0.0920958243133365,0.7105490886281669
synthetic,hard,gauss,4030,0.21753719796420404,0.40095396860493204,0.1937033803103241,0.01,0.866316703297818,0.8771763259368652,0.6293012765303201,smoothed_loss,smoothed_loss|alpha=1.0,0.12251123273307211,0.3051479772610346,0.09877877440457983,0.6110588472449293
synthetic,hard,gauss,4030,0.21753719796420404,0.40095396860493204,0.1937033803103241,0.01,0.866316703297818,0.8771763259368652,0.6293012765303201,random_centre,"random_centre|alpha=0.2,sigma=0.05",0.11465089998737125,0.33274448835366865,0.0863110551714117,0.4284857869772791
synthetic,hard,gauss,4030,0.21753719796420404,0.40095396860493204,0.1937033803103241,0.01,0.866316703297818,0.8771763259368652,0.6293012765303201,random_centre,"random_centre|alpha=0.2,sigma=0.1",0.11276935679850678,0.3291272010042541,0.0846550606587769,0.7445090321732206
synthetic,hard,gauss,4030,0.21753719796420404,0.40095396860493204,0.1937033803103241,0.01,0.866316703297818,0.8771763259368652,0.6293012765303201,random_centre,"random_centre|alpha=0.2,sigma=0.2",0.11076492512982701,0.32162493047601537,0.08336503742947485,0.9195671917156032
synthetic,hard,gauss,4030,0.21753719796420404,0.40095396860493204,0.1937033803103241,0.01,0.866316703297818,0.8771763259368652,0.6293012765303201,random_centre,"random_centre|alpha=0.5,sigma=0.05",0.12379939131610958,0.3396548202261972,0.09575038077977051,0.10754707202700504
synthetic,hard,gauss,4030,0.21753719796420404,0.40095396860493204,0.1937033803103241,0.01,0.866316703297818,0.8771763259368652,0.6293012765303201,random_centre,"random_centre|alpha=0.5,sigma=0.1",0.11913618433281185,0.3310563236819223,0.09159853910665626,0.3198784778005135
synthetic,hard,gauss,4030,0.21753719796420404,0.40095396860493204,0.1937033803103241,0.01,0.866316703297818,0.8771763259368652,0.6293012765303201,random_centre,"random_centre|alpha=0.5,sigma=0.2",0.1143293095608868,0.32137174552499526,0.08742549019831905,0.6513791265791031
synthetic,hard,gauss,4030,0.21753719796420404,0.40095396860493204,0.1937033803103241,0.01,0.866316703297818,0.8771763259368652,0.6293012765303201,random_centre,"random_centre|alpha=0.8,sigma=0.05",0.14033476490696345,0.3578588019405267,0.11206892958621795,0.044995296286788104
synthetic,hard,gauss,4030,0.21753719796420404,0.40095396860493204,0.1937033803103241,0.01,0.866316703297818,0.8771763259368652,0.6293012765303201,random_centre,"random_centre|alpha=0.8,sigma=0.1",0.12935205823604048,0.34449851260694214,0.10139517433473685,0.15560418606496368
synthetic,hard,gauss,4030,0.21753719796420404,0.40095396860493204,0.1937033803103241,0.01,0.866316703297818,0.8771763259368652,0.6293012765303201,random_centre,"random_centre|alpha=0.8,sigma=0.2",0.11955438239282774,0.3208543184455408,0.09339676358371815,0.4267187928774394
synthetic,hard,gauss,4030,0.21753719796420404,0.40095396860493204,0.1937033803103241,0.01,0.866316703297818,0.8771763259368652,0.6293012765303201,random_centre,"random_centre|alpha=1.0,sigma=0.05",1.5467378331358308,1.0837152810199762,1.606904605444671,0.029277522784581476
synthetic,hard,gauss,4030,0.21753719796420404,0.40095396860493204,0.1937033803103241,0.01,0.866316703297818,0.8771763259368652,0.6293012765303201,random_centre,"random_centre|alpha=1.0,sigma=0.1",0.8404655402078538,0.6310482309442504,0.867677958925723,0.10558019030317016
synthetic,hard,gauss,4030,0.21753719796420404,0.40095396860493204,0.1937033803103241,0.01,0.866316703297818,0.8771763259368652,0.6293012765303201,random_centre,"random_centre|alpha=1.0,sigma=0.2",0.18392012880270237,0.31568848458820414,0.16679768709046203,0.3247334782916048
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,uniform,uniform,0.10686376936468682,0.3530569280449389,0.07233496831831168,1.0
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,weakspot,"weakspot|alpha=0.2,sigma=0.05",0.11189529515004505,0.34244857658935157,0.07956000026175007,0.4849792786774415
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,weakspot,"weakspot|alpha=0.2,sigma=0.1",0.11418493003671291,0.32054272376724746,0.08524307299126738,0.7647218489067722
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,weakspot,"weakspot|alpha=0.2,sigma=0.2",0.11577387504491023,0.3326038089253847,0.08536329138778553,0.9307526154915194
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,weakspot,"weakspot|alpha=0.5,sigma=0.05",0.11633084229650922,0.3520871044239938,0.08326582491716988,0.13093892250618583
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,weakspot,"weakspot|alpha=0.5,sigma=0.1",0.1234967652876189,0.3121220857707925,0.09704190277971658,0.34212523592063276
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,weakspot,"weakspot|alpha=0.5,sigma=0.2",0.10649281057423701,0.32331044624927613,0.0760839517509419,0.6825957654596377
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,weakspot,"weakspot|alpha=0.8,sigma=0.05",0.15075532545209713,0.3432229081690932,0.1237615823800441,0.055583037520538996
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,weakspot,"weakspot|alpha=0.8,sigma=0.1",0.12633607995998042,0.3189750212640116,0.09931830369955186,0.16884362173198514
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,weakspot,"weakspot|alpha=0.8,sigma=0.2",0.12702458898881605,0.31668440198075937,0.10042463802187307,0.45653980460150956
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,weakspot,"weakspot|alpha=1.0,sigma=0.05",2.8720025479865896,0.5064868381730044,3.203768149248928,0.036299493002497345
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,weakspot,"weakspot|alpha=1.0,sigma=0.1",0.4400209795670061,0.30492409359633454,0.45896843335764764,0.11505328255948967
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,weakspot,"weakspot|alpha=1.0,sigma=0.2",0.14528179522254403,0.30829538259709144,0.12241900018597697,0.34965235304202047
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,loss,loss|alpha=0.2,0.10985652720756867,0.33026432860126786,0.07894414457196432,0.941841606929846
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,loss,loss|alpha=0.5,0.10927766414521124,0.32328772391264127,0.07926257024396392,0.7215343849643172
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,loss,loss|alpha=0.8,0.1242515453622598,0.33198008971574605,0.09511743936969558,0.503019510620497
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,loss,loss|alpha=1.0,0.1286001340942002,0.3357480571915959,0.09954746072934312,0.3931217310784002
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,jtt,"jtt|q=0.1,lam=2",0.11150707557586309,0.3310740222073648,0.08071262353974597,0.9307692307692305
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,jtt,"jtt|q=0.1,lam=5",0.11369419459826238,0.31407972766711006,0.08558995221802491,0.5764705882352941
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,jtt,"jtt|q=0.1,lam=10",0.12284190611837426,0.3104943180894991,0.09652349486130657,0.3311926605504589
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,jtt,"jtt|q=0.1,lam=20",0.13594411394887057,0.3196302116822797,0.1101819816555874,0.20562347188264055
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,jtt,"jtt|q=0.2,lam=2",0.11193787196447261,0.3388619679116735,0.0801115734450818,0.9
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,jtt,"jtt|q=0.2,lam=5",0.1111990371919628,0.3241471409097103,0.08133288353485565,0.5586206896551724
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,jtt,"jtt|q=0.2,lam=10",0.12518427036092766,0.3156267909537376,0.09847454398360082,0.3769230769230771
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,jtt,"jtt|q=0.2,lam=20",0.13251963318894514,0.3094336708668413,0.10770728810983309,0.2851485148514851
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,density,density|alpha=0.2,0.10718451846284463,0.35356673732314997,0.07262920156453499,0.9977219763817248
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,density,density|alpha=0.5,0.10840915014612681,0.3536237776477759,0.07401758893437899,0.9859306169173043
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,density,density|alpha=0.8,0.10942285239088954,0.3541672674189017,0.07509723888068943,0.9647559246484252
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,density,density|alpha=1.0,0.11013832241630092,0.354130904642135,0.07591815409956479,0.9460016385677036
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,smoothed_loss,smoothed_loss|alpha=0.2,0.11298681815235347,0.33465289164730777,0.08189796177848872,0.9694289439326673
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,smoothed_loss,smoothed_loss|alpha=0.5,0.11138324581158138,0.31876629663635436,0.08229759558188116,0.8353559479479588
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,smoothed_loss,smoothed_loss|alpha=0.8,0.10953235311860042,0.3242847151698365,0.07941315068724122,0.664645308888752
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,smoothed_loss,smoothed_loss|alpha=1.0,0.11515942565920369,0.32331409943294154,0.0859655546510284,0.5591659196206894
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,random_centre,"random_centre|alpha=0.2,sigma=0.05",0.10813059386664996,0.3588672753023129,0.07296455986826167,0.41454685847450906
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,random_centre,"random_centre|alpha=0.2,sigma=0.1",0.1081546914009321,0.3553049991611962,0.07349164937754273,0.7421608427019184
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,random_centre,"random_centre|alpha=0.2,sigma=0.2",0.10823456237610522,0.35232373444645126,0.07400084725107381,0.9170968819795646
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,random_centre,"random_centre|alpha=0.5,sigma=0.05",0.11514997966923848,0.3701061706820995,0.07939215584417361,0.10238485854814978
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,random_centre,"random_centre|alpha=0.5,sigma=0.1",0.11161563679301997,0.3632699519390433,0.07632090388200416,0.3185429035713868
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,random_centre,"random_centre|alpha=0.5,sigma=0.2",0.1058342943742713,0.34938922574956094,0.07167550696359783,0.6457216855472919
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,random_centre,"random_centre|alpha=0.8,sigma=0.05",0.12006636519300243,0.38636239477767464,0.08271811931054557,0.04270744841194633
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,random_centre,"random_centre|alpha=0.8,sigma=0.1",0.11541043484299798,0.36413925881981213,0.08052600457030912,0.15517288117429084
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,random_centre,"random_centre|alpha=0.8,sigma=0.2",0.11068984543179201,0.34723060036892056,0.07751480226501115,0.42260202043036654
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,random_centre,"random_centre|alpha=1.0,sigma=0.05",1.223853740088831,0.9099927657492864,1.2678730101501352,0.027768138488603777
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,random_centre,"random_centre|alpha=1.0,sigma=0.1",0.6555653857755698,0.9066755745945929,0.6203469670472461,0.10535718807959198
synthetic,hard,gauss,4031,0.15051495462316075,0.42036551069203343,0.11266818336150584,0.03,0.26931829551468056,0.7135117403640273,0.04128667621466616,random_centre,"random_centre|alpha=1.0,sigma=0.2",0.15161854046091602,0.3995547883265844,0.11684526966561701,0.32198450087852515
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,uniform,uniform,0.11286912531905512,0.3582374677179101,0.0749839699991742,1.0
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,weakspot,"weakspot|alpha=0.2,sigma=0.05",0.12470976952803144,0.35024600409844353,0.08988671455107025,0.39058719585875584
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,weakspot,"weakspot|alpha=0.2,sigma=0.1",0.1146867341587235,0.31810630796556244,0.08327851713515676,0.7923747786807115
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,weakspot,"weakspot|alpha=0.2,sigma=0.2",0.11682144208588381,0.330901966571239,0.08376716197054038,0.9393345106558815
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,weakspot,"weakspot|alpha=0.5,sigma=0.05",0.14920179035489792,0.33314626426585314,0.12080055123733342,0.0930098571384094
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,weakspot,"weakspot|alpha=0.5,sigma=0.1",0.125309686728702,0.29031209014707066,0.09983312516194089,0.37912080892105615
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,weakspot,"weakspot|alpha=0.5,sigma=0.2",0.1164968711389248,0.3307607935674774,0.08341427416943689,0.7124299690141687
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,weakspot,"weakspot|alpha=0.8,sigma=0.05",0.1887477943233033,0.39393794453785674,0.15706619825843,0.03851491949528819
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,weakspot,"weakspot|alpha=0.8,sigma=0.1",0.14148111344308195,0.2763265296991675,0.12066082550743812,0.19258675724338453
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,weakspot,"weakspot|alpha=0.8,sigma=0.2",0.11848198960440041,0.31217167730127743,0.08857607822840353,0.4918027203206079
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,weakspot,"weakspot|alpha=1.0,sigma=0.05",3.7174057897917305,0.5784630812191853,4.202062167594417,0.024996129080709906
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,weakspot,"weakspot|alpha=1.0,sigma=0.1",0.39875820552895563,0.22834554207942231,0.425070117490139,0.13243758569562059
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,weakspot,"weakspot|alpha=1.0,sigma=0.2",0.17276196301235056,0.2984407933504703,0.15335700652435802,0.3824695918638725
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,loss,loss|alpha=0.2,0.11836228640494872,0.3412069443337268,0.08395481396861502,0.9506369294577706
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,loss,loss|alpha=0.5,0.11790029370464979,0.32376344190762296,0.08611478597345479,0.7549793977858885
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,loss,loss|alpha=0.8,0.12017625518004361,0.32242768123954946,0.0889484015171762,0.546203040890156
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,loss,loss|alpha=1.0,0.12923130140690609,0.32539158448010247,0.09894392725274737,0.43513112610490434
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,jtt,"jtt|q=0.1,lam=2",0.11572996540083341,0.3389098957568273,0.08127072651469872,0.9307692307692305
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,jtt,"jtt|q=0.1,lam=5",0.12212352851064309,0.32515835785739144,0.09077471647586377,0.5764705882352942
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,jtt,"jtt|q=0.1,lam=10",0.13647989196075427,0.3132256306562892,0.10919014587067889,0.3311926605504589
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,jtt,"jtt|q=0.1,lam=20",0.15678076706077712,0.310603276725239,0.1330303939957015,0.20562347188264066
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,jtt,"jtt|q=0.2,lam=2",0.11139303456582912,0.3307546005935056,0.07752335553991084,0.9000000000000001
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,jtt,"jtt|q=0.2,lam=5",0.11932946685161863,0.33135614172903105,0.0865923034867079,0.5586206896551724
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,jtt,"jtt|q=0.2,lam=10",0.12898971983443966,0.3259962759655925,0.09857168014319383,0.37692307692307686
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,jtt,"jtt|q=0.2,lam=20",0.14005141874527138,0.32748600761997343,0.11111130184831158,0.28514851485148507
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,density,density|alpha=0.2,0.11254537228369915,0.3589539803346696,0.07449959874624773,0.9977804810751985
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,density,density|alpha=0.5,0.11167801968860042,0.3597291221802364,0.07337864311341276,0.986287787919611
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,density,density|alpha=0.8,0.1125661761516705,0.3615940875176101,0.0741159791586611,0.9656319067053301
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,density,density|alpha=1.0,0.1120674951320263,0.3632057749113437,0.07329145481977958,0.9473182996234022
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,smoothed_loss,smoothed_loss|alpha=0.2,0.11286909314764638,0.34735994146353,0.07666343547116795,0.9764095658103593
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,smoothed_loss,smoothed_loss|alpha=0.5,0.11821407680681074,0.3365744041125355,0.0844989901953929,0.8688078990846752
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,smoothed_loss,smoothed_loss|alpha=0.8,0.11615189158952738,0.32485917994066227,0.08392724533617756,0.7212060927777412
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,smoothed_loss,smoothed_loss|alpha=1.0,0.11681907249866227,0.3198062000277648,0.08547762567959451,0.623437624027282
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,random_centre,"random_centre|alpha=0.2,sigma=0.05",0.11253622397044812,0.3631629841611461,0.07383916287318305,0.420344724197128
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,random_centre,"random_centre|alpha=0.2,sigma=0.1",0.11219640665882838,0.3599882958429273,0.07393705291756059,0.6924119305746372
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,random_centre,"random_centre|alpha=0.2,sigma=0.2",0.11131206681058878,0.36061114933563204,0.07282000067757347,0.8836921185905375
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,random_centre,"random_centre|alpha=0.5,sigma=0.05",0.11949748208279831,0.3709854974904209,0.08066744218580607,0.10727760114862599
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,random_centre,"random_centre|alpha=0.5,sigma=0.1",0.11657511232981502,0.3648057722777883,0.07824801187608753,0.27589645833769233
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,random_centre,"random_centre|alpha=0.5,sigma=0.2",0.11461282094051647,0.36237521105728726,0.07635802188929793,0.5602493322960801
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,random_centre,"random_centre|alpha=0.8,sigma=0.05",0.12717034521212467,0.37721526696097163,0.08856312064195639,0.04512492858051452
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,random_centre,"random_centre|alpha=0.8,sigma=0.1",0.11912575697567078,0.36963192696264907,0.0804473151450695,0.13151056672320255
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,random_centre,"random_centre|alpha=0.8,sigma=0.2",0.11460824634105929,0.36430285390723316,0.0760551106850988,0.3390275106218167
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,random_centre,"random_centre|alpha=1.0,sigma=0.05",1.4287497171419195,1.1556669660276795,1.4709140091610011,0.029405003388650364
synthetic,hard,gauss,4032,0.1684750606088211,0.4188073502453403,0.12982346610505835,0.055,0.2555251055078461,0.716330738398794,0.03411958334510072,random_centre,"random_centre|alpha=1.0,sigma=0.1",0.7554528898954329,1.0380184795901974,0.7118244366525182,0.08874522331723685
