dataset,region,noise,arm,mae,mae_p,err_in,err_in_p,ph
synth2d,hard,clean,rho_landscape_a1,7.814077806700875,6.710043898294771e-08,0.09763471807648706,0.49032624846387485,4.6970307288063395e-07
synth2d,hard,clean,rho_filter_a1,6.580443394074723,3.006746544187422e-06,-0.06547048953703688,0.46061015880625966,1.804047926512453e-05
synth2d,hard,clean,all_data,31.30696110422402,1.7763568394002505e-15,7.924905810410834,3.552713678800501e-15,2.1316282072803006e-14
synth2d,hard,outlier,uniform,1.4563796067540358,0.05178623002471738,1.0369298624526135,0.07885790741956278,0.05178623002471738
synth2d,hard,outlier,kcenter,1.988891336856711,0.002896310240339872,0.9891263039468807,0.06780369678404519,0.005792620480679744
synth2d,hard,outlier,kcenter_a1,4.809771459876045,4.792291008470784e-10,1.8421027807889885,0.004459422606641894,2.8753746050824702e-09
synth2d,hard,outlier,loss,-17.248600090694822,3.552713678800501e-15,-1.7265622549380508,0.01806109651468013,3.552713678800501e-14
synth2d,hard,outlier,jtt,-42.678435948349076,1.7763568394002505e-15,-8.715960892541782,1.192391962945294e-09,2.1316282072803006e-14
synth2d,hard,outlier,rho,6.134482213670396,7.237197507947712e-10,0.14465110129997302,0.9618478594751583,3.6185987539738562e-09
synth2d,hard,outlier,rho_a1,7.551677947920774,1.4492140820721033e-09,0.12415037402426786,0.5918179227766114,5.796856328288413e-09
