dataset,region,noise,arm,mae,mae_p,err_in,err_in_p,ph
synth2d,hard,outlier,ws_default,4.0020527297884545,3.9920236538648624e-07,2.3782021235373887,3.288899332076767e-05,1.1976070961594587e-06
synth2d,hard,outlier,ws_tuned,9.281553314524727,2.4868995751603507e-14,3.7270362766246596,6.358623311442102e-06,1.9895196601282805e-13
synth2d,hard,outlier,rho_landscape_a1,9.863295256051517,3.0020430585864233e-13,0.2150572727239766,0.7740531775538848,2.1014301410104963e-12
synth2d,hard,outlier,rho_filter_a1,11.037224778964452,8.881784197001252e-15,2.616355806454205,0.054216182330456775,7.993605777301127e-14
synth2d,hard,outlier,all_data,30.354567330460927,1.7763568394002505e-15,10.791183935269869,7.638334409421077e-14,2.1316282072803006e-14
synth2d,hard_sparse,clean,uniform,1.4069603810496283,0.002614123910062105,3.1539035474065904,4.4254613142058474e-05,0.00522824782012421
synth2d,hard_sparse,clean,kcenter,2.8927431220412996,3.128163219123792e-05,6.049512501006511,4.9604764740251994e-11,9.384489657371375e-05
synth2d,hard_sparse,clean,kcenter_a1,5.765621658805038,3.489741828843762e-10,8.127094391974168,3.0020430585864233e-13,3.489741828843762e-09
synth2d,hard_sparse,clean,loss,5.443076132233932,7.235236054725647e-08,6.171206132685171,6.354784893858323e-07,4.0260263389768625e-07
synth2d,hard_sparse,clean,jtt,0.9819911388137882,0.25308251223662737,3.0071052454278853,0.04719429796794117,0.25308251223662737
synth2d,hard_sparse,clean,rho,5.243954733752183,3.0854181432005134e-09,0.2272586706252526,0.31832456588976044,2.1597927002403594e-08
synth2d,hard_sparse,clean,rho_a1,7.457516108524089,1.192391962945294e-09,1.395544520722009,0.05178623002471738,1.0731527666507645e-08
synth2d,hard_sparse,clean,ws_default,3.4343664484063505,5.6804637029728156e-06,0.6178573138978907,0.3044806608698192,2.2721854811891262e-05
synth2d,hard_sparse,clean,ws_tuned,8.2379418578177,1.2434497875801753e-14,4.757681081985773,1.1326234101716182e-06,1.3677947663381929e-13
synth2d,hard_sparse,clean,rho_landscape_a1,6.9931229378130775,1.3149694666481082e-09,2.1687545072055103,0.02616696817119646,1.0731527666507645e-08
synth2d,hard_sparse,clean,rho_filter_a1,6.524792757129249,6.710043898294771e-08,2.1169364978635627,0.03996834652842374,4.0260263389768625e-07
synth2d,hard_sparse,clean,all_data,29.734015952903498,1.7763568394002505e-15,13.160743353710908,1.2434497875801753e-14,2.1316282072803006e-14
synth2d,hard_sparse,outlier,uniform,1.6790564240472872,0.013686934524772099,1.9670336218435998,0.010566648384996213,0.013686934524772099
synth2d,hard_sparse,outlier,kcenter,2.3758859099728253,0.0010251160635235124,4.126807123568363,0.00010381446904439429,0.0020502321270470247
synth2d,hard_sparse,outlier,kcenter_a1,4.099178643157952,1.2841054282120012e-06,6.500414449191306,3.348859145546612e-08,5.136421712848005e-06
synth2d,hard_sparse,outlier,loss,-16.448049662687925,1.7763568394002505e-15,-0.8024498964900442,0.11171837302823029,2.1316282072803006e-14
synth2d,hard_sparse,outlier,jtt,-41.37600177109825,1.7763568394002505e-15,-9.32146452260272,2.191284211150446e-05,2.1316282072803006e-14
synth2d,hard_sparse,outlier,rho,6.1652042726820495,2.6378053519238165e-08,-0.37784476172749737,0.893447016970665,1.3189026759619082e-07
synth2d,hard_sparse,outlier,rho_a1,8.03493341318988,7.237197507947712e-10,1.472774073162146,0.1329605561585705,4.3423185047686275e-09
synth2d,hard_sparse,outlier,ws_default,3.262319812589097,1.8759072675678112e-05,1.6460458021173021,0.016637745581261854,5.627721802703434e-05
synth2d,hard_sparse,outlier,ws_tuned,9.051629314561833,4.9116266609416925e-12,4.909730301204523,1.1033688904760197e-05,3.929301328753354e-11
synth2d,hard_sparse,outlier,rho_landscape_a1,10.178783614529813,1.0192735544478637e-11,2.4762055661358158,0.026848578410895385,7.134914881135046e-11
synth2d,hard_sparse,outlier,rho_filter_a1,10.924608023750354,3.0890845437170356e-12,3.877777837055298,0.002049094724295486,2.780176089345332e-11
synth2d,hard_sparse,outlier,all_data,28.18853738355577,1.7763568394002505e-15,10.858251587003249,4.3806736016449577e-11,2.1316282072803006e-14
synth2d,sparse_all,clean,uniform,2.8714870403283137,2.0810681753857807e-05,7.895055829657032,2.4721383162784605e-07,2.735170751577698e-05
synth2d,sparse_all,clean,kcenter,3.430675197125214,6.725303951071737e-06,14.095219215681665,5.610267805877811e-11,2.017591185321521e-05
synth2d,sparse_all,clean,kcenter_a1,7.31808609074396,2.0232171493717033e-10,21.51444964140834,3.552713678800501e-15,1.6185737194973626e-09
synth2d,sparse_all,clean,loss,8.597486093073051,3.375077994860476e-14,15.92680638823446,2.191284211150446e-05,3.7125857943465235e-13
synth2d,sparse_all,clean,jtt,5.0186633426163825,1.367585375788849e-05,15.891289315732232,0.0014846473444478647,2.735170751577698e-05
synth2d,sparse_all,clean,rho,6.138387887671569,8.237842195057965e-07,4.953317258218944,0.7160933233749613,3.295136878023186e-06
synth2d,sparse_all,clean,rho_a1,8.356917395007708,8.403119267086367e-08,9.87465847313395,0.02616696817119646,4.201559633543184e-07
synth2d,sparse_all,clean,ws_default,5.080930430420026,1.2871659293978155e-10,5.500890248164395,0.012568191503659065,1.158449336458034e-09
synth2d,sparse_all,clean,ws_tuned,9.563128228639592,1.8989254613188677e-12,11.473173385983308,0.0001778852638985029,1.8989254613188677e-11
synth2d,sparse_all,clean,rho_landscape_a1,8.489076683876615,5.310079487230723e-09,11.090555972295727,0.006525205201144857,3.717055641061506e-08
synth2d,sparse_all,clean,rho_filter_a1,7.867817820848401,5.3406212785489515e-08,10.784173209305564,0.011529687649083797,3.204372767129371e-07
synth2d,sparse_all,clean,all_data,40.53504177854426,1.7763568394002505e-15,41.77065954853855,5.329070518200751e-15,2.1316282072803006e-14
synth2d,sparse_all,outlier,uniform,0.9911113047104098,0.24122024636948858,7.457296617207047,0.0005966978973450665,0.24122024636948858
synth2d,sparse_all,outlier,kcenter,2.7696444181632214,0.004178445711550793,14.732301510075947,1.757493883758343e-08,0.008356891423101587
synth2d,sparse_all,outlier,kcenter_a1,5.459467685445966,3.0412363649645613e-07,19.65828315221997,1.1727507853720454e-11,1.5206181824822806e-06
synth2d,sparse_all,outlier,loss,-20.324185610670177,3.552713678800501e-15,-8.394042360980873,0.007609452352863144,3.552713678800501e-14
synth2d,sparse_all,outlier,jtt,-51.832660303532,1.7763568394002505e-15,-27.860565618087342,2.5156639491541455e-06,2.1316282072803006e-14
synth2d,sparse_all,outlier,rho,4.678448754958785,6.508990648690371e-05,1.2258570085012448,0.7232586770768918,0.00019526971946071114
synth2d,sparse_all,outlier,rho_a1,9.292043238808139,2.1246773229677274e-09,3.2663793187452996,0.3422827758111566,1.2748063937806364e-08
synth2d,sparse_all,outlier,ws_default,4.529716661231337,4.521505763577238e-06,2.1432477760516786,0.26120880915335754,1.8086023054308953e-05
synth2d,sparse_all,outlier,ws_tuned,10.222457227367544,3.0020430585864233e-13,10.934167035745686,0.0002857006608838475,2.1014301410104963e-12
synth2d,sparse_all,outlier,rho_landscape_a1,11.225040811363911,1.9539925233402755e-13,6.186905083680372,0.1255634661063354,1.5631940186722204e-12
synth2d,sparse_all,outlier,rho_filter_a1,12.203388898881565,7.638334409421077e-14,8.375113632928395,0.04719429796794117,6.874500968478969e-13
synth2d,sparse_all,outlier,all_data,32.78074677902351,1.7763568394002505e-15,29.575826488119105,1.7687185049908294e-11,2.1316282072803006e-14
synth2d,sparse_init,clean,uniform,1.1910889912529976,0.10737600575610173,0.944797688163982,0.6118509675549912,0.10737600575610173
synth2d,sparse_init,clean,kcenter,3.154480954956332,0.0018425334424101436,13.543201978175473,3.256713547727941e-07,0.003685066884820287
synth2d,sparse_init,clean,kcenter_a1,7.2862528355478755,7.151434999741468e-11,21.550952833839165,3.0020430585864233e-13,5.006004499819028e-10
synth2d,sparse_init,clean,loss,9.821505518188372,1.5631940186722204e-13,24.833697871540835,0.0009149367393188612,1.7195134205394424e-12
synth2d,sparse_init,clean,jtt,7.494874217773173,5.3406212785489515e-08,24.995657378101864,0.0035436448551049438,1.6021863835646855e-07
synth2d,sparse_init,clean,rho,9.732019914969303,1.5631940186722204e-13,21.605375483420268,0.0021224348550905603,1.7195134205394424e-12
synth2d,sparse_init,clean,rho_a1,10.46516269729803,1.8989254613188677e-12,28.66962761256132,0.00011903464815610221,1.709032915186981e-11
synth2d,sparse_init,clean,ws_default,6.064558506450184,5.897913268881894e-10,16.12303802985545,1.370373858833318e-08,2.948956634440947e-09
synth2d,sparse_init,clean,ws_tuned,11.74197770903856,3.0890845437170356e-12,26.60978312742185,3.256713547727941e-07,2.4712676349736284e-11
synth2d,sparse_init,clean,rho_landscape_a1,8.877247821942655,1.158324636207908e-08,28.514393994590375,0.00011374680137699045,4.633298544831632e-08
synth2d,sparse_init,clean,rho_filter_a1,8.81634440007994,1.4432899320127035e-10,25.833425334959752,0.0006457255474483503,8.659739592076221e-10
synth2d,sparse_init,clean,all_data,45.13550661252993,1.7763568394002505e-15,66.58065588397588,1.7763568394002505e-15,2.1316282072803006e-14
synth2d,sparse_init,outlier,uniform,-0.10011002601608807,0.9618478594751583,-1.039920130817692,0.8332778036429911,0.9618478594751583
synth2d,sparse_init,outlier,kcenter,2.569821800439546,0.0014315119741414861,10.1330875316633,5.9166993136017254e-05,0.0028630239482829722
synth2d,sparse_init,outlier,kcenter_a1,3.9306508414092365,8.398093875428003e-06,14.61861750709315,8.403119267086367e-08,3.359237550171201e-05
synth2d,sparse_init,outlier,loss,-22.526648514671933,1.7763568394002505e-15,-15.839288224063694,6.206318512269604e-05,2.1316282072803006e-14
synth2d,sparse_init,outlier,jtt,-50.44066469539726,1.7763568394002505e-15,-35.85518354958423,1.158324636207908e-08,2.1316282072803006e-14
synth2d,sparse_init,outlier,rho,5.797524195165256,3.0412363649645613e-07,13.916562868499291,0.001909205638362721,1.8247418189787368e-06
synth2d,sparse_init,outlier,rho_a1,7.999419335661997,1.0633089786438177e-06,16.231260757337104,0.005236528699732901,5.316544893219088e-06
synth2d,sparse_init,outlier,ws_default,3.4494127740151925,0.0004506016805585489,7.504799876891777,0.001909205638362721,0.0013518050416756466
synth2d,sparse_init,outlier,ws_tuned,9.507488364890419,2.630606843467831e-11,18.756904230512095,1.4032918471684752e-07,2.367546159121048e-10
synth2d,sparse_init,outlier,rho_landscape_a1,9.299310267592126,2.8573925447972215e-08,18.15290944690457,0.0011051033525024678,2.000174781358055e-07
synth2d,sparse_init,outlier,rho_filter_a1,12.297411841751254,4.9604764740251994e-11,22.135559256560498,2.9747345218211763e-05,3.9683811792201595e-10
synth2d,sparse_init,outlier,all_data,35.661145240748844,1.7763568394002505e-15,46.936178763360246,9.769962616701378e-14,2.1316282072803006e-14
