dataset,region,noise,seed,n_init,iters_initial,init_mae,init_in,init_out,region_share_R,prec_knn,prec_evtgpr,arm,alpha,top_q,mae,err_in,err_out,n_in_region,error
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_knn,0.1,0.95,0.1039790365259522,0.2907141220341648,0.08317304339208356,10.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_evtgpr,0.1,0.85,0.10884639845607307,0.32663288422226305,0.08458066330957621,4.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_knn,0.2,0.7,0.10361851964525691,0.30967684198181195,0.08065953457802752,6.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_knn,0.2,0.85,0.10918645278234282,0.3321483669921208,0.0843440722327121,6.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_knn,0.2,0.95,0.09388565930143809,0.2496217782227119,0.07653356602902052,11.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_evtgpr,0.2,0.85,0.10078731525355869,0.28371587376741775,0.08040544474395671,7.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_knn,0.35,0.7,0.0993973965583995,0.27785806270239094,0.0795133378966211,8.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_knn,0.35,0.85,0.10008783625481989,0.28483643331771186,0.07950317734339458,7.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_knn,0.35,0.95,0.08763612792931592,0.1981217319338027,0.07532583973654035,14.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_evtgpr,0.35,0.85,0.10588039518583094,0.310679981482469,0.08306165828531639,8.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_knn,0.5,0.7,0.10298304997660114,0.27546494688915746,0.08376514481907542,11.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_knn,0.5,0.85,0.09679814904214172,0.2591178835894805,0.07871251037765636,12.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_knn,0.5,0.95,0.08728335566531785,0.1991057659951408,0.07482412072720754,15.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_evtgpr,0.5,0.85,0.09649961638502959,0.27009161082812877,0.07715802433954953,9.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_knn,0.75,0.7,0.10759516303667174,0.28547077444996266,0.08777629107870295,6.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_knn,0.75,0.85,0.09332971106341073,0.24619414160608324,0.07629758084734745,14.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_knn,0.75,0.95,0.09025837826427181,0.24676844519399474,0.07282005182947912,10.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_evtgpr,0.75,0.85,0.10009137952141586,0.2800770876214981,0.08003740093065928,8.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_knn,1.0,0.7,0.09379206474384083,0.2237813194236387,0.07930868293595003,15.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_knn,1.0,0.85,0.09055498772369962,0.2226020072561671,0.07584233008754526,13.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_knn,1.0,0.95,0.09867678405943824,0.28354564288890416,0.07807872560136216,9.0,
synth2d,sparse_all,clean,6105,1000,400,0.22462713331961837,0.5389254848347669,0.1896080616448269,0.028,0.08,0.05333333333333334,ws_region_evtgpr,1.0,0.85,0.09476665716164073,0.25378187507968863,0.07704920720744868,10.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,random,0.0,,0.062401757698530826,0.05959828325070293,0.0626986144067194,,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,0.1,0.7,0.06580960063030525,0.061258318915817456,0.06629153065426126,6.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,0.1,0.85,0.057765713411833994,0.055325056884087336,0.05802415174474165,5.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,0.1,0.95,0.06257228309826829,0.06402066273401642,0.06241891583244259,6.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_evtgpr,0.1,0.85,0.0587846901953967,0.0547431593995731,0.05921264327662435,4.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,0.2,0.7,0.05732141116677857,0.04831244607396082,0.05827536019374823,2.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,0.2,0.85,0.054585127381587495,0.049783368337691564,0.05509358016395193,6.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,0.2,0.95,0.06271780325738398,0.06764412022192011,0.06219616117902696,7.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_evtgpr,0.2,0.85,0.05732286397285189,0.056974898931139405,0.057359709593801815,3.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,0.35,0.7,0.06083906732020665,0.05662251179681096,0.061285553569988396,5.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,0.35,0.85,0.06112925703366331,0.05921696001886319,0.06133174798104191,7.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,0.35,0.95,0.05408944882700942,0.059451730642618134,0.05352164292837018,7.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_evtgpr,0.35,0.85,0.05797724623253458,0.055108137172681045,0.05828105291484697,8.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,0.5,0.7,0.06098248223104293,0.055793931503238005,0.06153189194316603,5.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,0.5,0.85,0.06180966553610078,0.06129060169005175,0.06186462861407611,8.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,0.5,0.95,0.06029537082802361,0.05634200047018608,0.06071398870113718,7.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_evtgpr,0.5,0.85,0.056819826106115016,0.05065450872942008,0.05747266452338738,8.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,0.75,0.7,0.05952564523344695,0.058946438641504055,0.05958697675811217,6.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,0.75,0.85,0.054818824183389646,0.0563915880945884,0.054652286008662204,11.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,0.75,0.95,0.05934449361598568,0.05785614405369121,0.059502093251694484,8.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_evtgpr,0.75,0.85,0.05717717574013018,0.050449404715365354,0.057889571731970076,9.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,1.0,0.7,0.0664932788247891,0.06695125132356083,0.06644478463982102,8.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,1.0,0.85,0.05493227850307189,0.05237642426287955,0.05520291499021418,9.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_knn,1.0,0.95,0.05838360898969253,0.05928823656474117,0.05828781900870176,7.0,
synth2d,sparse_all,clean,6106,1000,400,0.0924675481651968,0.1574077078029468,0.08559110881179392,0.022,0.05333333333333334,0.05333333333333334,ws_region_evtgpr,1.0,0.85,0.05834152394711653,0.0582415773084638,0.058352107182561376,8.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,random,0.0,,0.05500131239330852,0.07831028027306106,0.05246168822454147,,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,0.1,0.7,0.052658628838528176,0.07612121798477793,0.05010226689384391,7.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,0.1,0.85,0.05391520478920532,0.0858049433717636,0.05044066437807546,7.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,0.1,0.95,0.05047310053878827,0.045205624194729066,0.05104701742351666,8.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_evtgpr,0.1,0.85,0.050330461355854846,0.048786077261891776,0.0504987294315209,8.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,0.2,0.7,0.050245019541488016,0.05357697158107058,0.04988198733978135,9.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,0.2,0.85,0.051432687549805,0.05788005127952893,0.05073021625904217,10.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,0.2,0.95,0.04948159793283902,0.045448262876190366,0.04992104918797152,8.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_evtgpr,0.2,0.85,0.05065987783442193,0.05563143430024354,0.050118202843829236,10.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,0.35,0.7,0.05658354810330859,0.052810722514659465,0.05699461559882816,5.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,0.35,0.85,0.04954820696989499,0.044905946348679296,0.05005400359427474,13.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,0.35,0.95,0.05171967854086621,0.0499955007417554,0.05190753600553229,15.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_evtgpr,0.35,0.85,0.053186476693343906,0.04158688835231293,0.05445030763818038,8.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,0.5,0.7,0.05390625358344892,0.054453226198920915,0.05384665828600492,6.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,0.5,0.85,0.05159539328380413,0.041680828649006574,0.05267563279072829,14.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,0.5,0.95,0.05179433799975871,0.043289286638925235,0.052721004255596685,14.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_evtgpr,0.5,0.85,0.049324977276146036,0.043675857309373164,0.04994047606930981,8.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,0.75,0.7,0.05090350049973203,0.0638559825068927,0.04949226528242842,8.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,0.75,0.85,0.05117457841962411,0.04733012356559349,0.051593450268150313,18.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,0.75,0.95,0.05041751620722921,0.04558601859081492,0.05094393111248311,9.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_evtgpr,0.75,0.85,0.051108809834908876,0.04606463539615722,0.0516583969029514,11.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,1.0,0.7,0.0512880913351121,0.042036307761700496,0.05229611765736072,14.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,1.0,0.85,0.05059649806407949,0.04689898280514599,0.05099936013692696,18.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_knn,1.0,0.95,0.050318115274599805,0.044411911982584984,0.05096162453264301,12.0,
synth2d,sparse_all,clean,6107,1000,400,0.08387779473636268,0.14847675911514202,0.07683942684036593,0.03,0.12,0.06,ws_region_evtgpr,1.0,0.85,0.05414536665668562,0.05119808737979686,0.05446648691058562,10.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,random,0.0,,0.058189396643229044,0.07169474313478129,0.05674693296150819,,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,0.1,0.7,0.0559180874225985,0.07230824517607541,0.054167506101944894,5.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,0.1,0.85,0.056803443324677926,0.07779453376086681,0.054561450820978734,3.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,0.1,0.95,0.05909558442956513,0.07442561745031877,0.05745823170515703,3.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_evtgpr,0.1,0.85,0.056829052420877754,0.07471321235764011,0.05491890141490368,1.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,0.2,0.7,0.058923569660021775,0.07732571216634476,0.05695809456111733,1.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,0.2,0.85,0.059346291976974816,0.07652113929273613,0.05751190042637055,2.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,0.2,0.95,0.053978330981941956,0.06397689110444693,0.052910416148713696,4.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_evtgpr,0.2,0.85,0.05899030383773426,0.07490507830391052,0.05729049671434078,3.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,0.35,0.7,0.05754363117936504,0.07044472021054482,0.05616570634094905,5.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,0.35,0.85,0.05602055442634712,0.07246581304836767,0.05426408795481973,3.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,0.35,0.95,0.06041120645507721,0.06900989370918695,0.05949280765040472,4.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_evtgpr,0.35,0.85,0.05485540691498827,0.07192587645732786,0.05303216362684685,2.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,0.5,0.7,0.05478607111422093,0.06234000503923901,0.0539792591344044,5.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,0.5,0.85,0.056105166293922676,0.06749501556404089,0.054888652232421405,3.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,0.5,0.95,0.057047757739616775,0.06818685076180478,0.055858026166134604,4.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_evtgpr,0.5,0.85,0.05592890490664584,0.06396287813410848,0.0550708214352013,3.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,0.75,0.7,0.056743223220778446,0.06526779745057036,0.05583274019568169,6.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,0.75,0.85,0.053682426421655376,0.07041723519577163,0.051895034006932385,3.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,0.75,0.95,0.05657026322154811,0.06866856720598795,0.05527808133499753,2.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_evtgpr,0.75,0.85,0.057581303396399226,0.06973803186168531,0.05628288137437364,0.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,1.0,0.7,0.053795562002838415,0.06209397260349175,0.05290923480531429,6.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,1.0,0.85,0.060567196731136135,0.07144555407275333,0.05940531351755998,3.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_knn,1.0,0.95,0.062396562139446075,0.07063761186913019,0.06151636147656339,2.0,
synth2d,sparse_all,clean,6108,1000,400,0.08791373417246999,0.12631112435101635,0.0838126294107326,0.017,0.02,0.0,ws_region_evtgpr,1.0,0.85,0.05315505778582395,0.06251631965713807,0.05215521077909256,1.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,random,0.0,,0.0630043362831078,0.10605217145445026,0.05838015022372772,,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,0.1,0.7,0.06058497917030874,0.11160439571391738,0.05510448813517027,7.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,0.1,0.85,0.06005126059569787,0.10544823857694387,0.05517473029206458,9.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,0.1,0.95,0.06715210111939572,0.11050970348863491,0.06249463995680857,6.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_evtgpr,0.1,0.85,0.06260151093037188,0.10737338847147118,0.05779212873603452,6.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,0.2,0.7,0.06277016885860882,0.10484376055268498,0.0582506357530436,5.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,0.2,0.85,0.06348707256747947,0.10679987315313431,0.05883442399958519,8.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,0.2,0.95,0.06774262517243541,0.11631634116233859,0.06252485058658755,10.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_evtgpr,0.2,0.85,0.06186218311657183,0.10462993438588089,0.05726808358930385,9.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,0.35,0.7,0.05935986445997199,0.1065630500337239,0.05428931185681148,9.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,0.35,0.85,0.059434180957716735,0.10573700223451804,0.05446034522809356,11.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,0.35,0.95,0.06433474272626342,0.10577058994923903,0.059883715948158625,12.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_evtgpr,0.35,0.85,0.06101034447079887,0.10903161798267023,0.05585191309687692,8.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,0.5,0.7,0.0608490604363825,0.09940275358025136,0.05670763381959924,9.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,0.5,0.85,0.05938658615298803,0.10452572851802538,0.05453775247700949,15.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,0.5,0.95,0.059136292344297826,0.11117975040172381,0.05354579906459647,14.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_evtgpr,0.5,0.85,0.06101070608942177,0.10367552491819938,0.05642766353527845,12.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,0.75,0.7,0.06155869756110515,0.10415021261119631,0.05698352927776203,13.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,0.75,0.85,0.0644388774413179,0.10724426784711559,0.05984073472884573,19.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,0.75,0.95,0.05942870323717549,0.11362367560024987,0.05360709491024501,14.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_evtgpr,0.75,0.85,0.05985407406667458,0.09882591613683554,0.05566773001262629,15.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,1.0,0.7,0.06343060645829875,0.09891081881197415,0.05961933226305342,16.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,1.0,0.85,0.05876005503962621,0.10705918929896134,0.053571775944215895,19.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_knn,1.0,0.95,0.06067847918481764,0.10924070242627246,0.05546193914669902,14.0,
synth2d,sparse_all,clean,6109,1000,400,0.08671633908115842,0.14782782476268524,0.08015176088502543,0.027,0.12,0.1,ws_region_evtgpr,1.0,0.85,0.06230557604344501,0.11298321943497137,0.05686179818189678,15.0,
synth2d,sparse_all,clean,6100,500,50,0.4996242053436929,1.0174758537956203,0.4383853886550808,0.018,0.09777777777777778,0.07111111111111111,random,0.0,,0.143669065639847,0.2520423653550314,0.1308533245776376,,
