dataset,region,noise,seed,region_share_R,detector,mae,err_in,secs,prec,error
synth2d,hard,clean,6201,0.09333333333333334,EVT × GPR (geometric),0.13527367531643064,0.41582255633172854,4.604517221450806,0.17256637168141592,
synth2d,hard,clean,6201,0.09333333333333334,GPR/kNN (variance-weighted),0.137705210336003,0.4093498084736241,3.6988325119018555,0.21238938053097345,
synth2d,hard,clean,6201,0.09333333333333334,GPR/kNN (disagreement-amplified),0.137870571680863,0.40816777208413807,3.5961873531341553,0.22566371681415928,
synth2d,hard,clean,6201,0.09333333333333334,Local GPR (QR-localised),0.14113402997116142,0.41616795496356573,6.791552543640137,0.12831858407079647,
synth2d,hard,clean,6202,0.10866666666666666,random,0.10483411299601667,0.3450404399735223,,,
synth2d,hard,clean,6202,0.10866666666666666,"kNN (LOO, default)",0.10146145223900087,0.3414488432542012,0.015008687973022461,0.5066666666666667,
synth2d,hard,clean,6202,0.10866666666666666,Gaussian Process Regression,0.09803961397718038,0.3371349323111253,5.298298597335815,0.3893805309734513,
synth2d,hard,clean,6202,0.10866666666666666,Polynomial Response Surface,0.10437047024274283,0.3414760909139471,0.011550188064575195,0.5619469026548672,
synth2d,hard,clean,6202,0.10866666666666666,RBF Interpolation,0.09818894195398255,0.3445798967110231,0.09065365791320801,0.38495575221238937,
synth2d,hard,clean,6202,0.10866666666666666,kNN Performance Mapping,0.10137544101809441,0.3405544361304757,0.02108621597290039,0.5398230088495575,
synth2d,hard,clean,6202,0.10866666666666666,LOESS Local Regression,0.10228253643489636,0.33246816058146844,0.34346747398376465,0.7079646017699115,
synth2d,hard,clean,6202,0.10866666666666666,Quantile Regression,0.10071765748135496,0.34583434170886057,0.2698485851287842,0.09154113557358054,
synth2d,hard,clean,6202,0.10866666666666666,Peaks over Threshold (EVT),0.10236710853752527,0.33833651102908174,0.053377628326416016,0.5752212389380531,
synth2d,hard,clean,6202,0.10866666666666666,Bayesian Optimization (EI),0.10439242952370899,0.33218183196993323,4.983081102371216,0.1902654867256637,
synth2d,hard,clean,6202,0.10866666666666666,kNN + GPR (mean),0.09971988792226645,0.3446490904215741,3.246763229370117,0.5132743362831859,
synth2d,hard,clean,6202,0.10866666666666666,kNN + Quantile (mean),0.10224673294276207,0.3434408286538935,0.26364564895629883,0.415929203539823,
synth2d,hard,clean,6202,0.10866666666666666,Anchored GPR (QR prior),0.10384287352598259,0.3395299175999911,6.227343320846558,0.3893805309734513,
synth2d,hard,clean,6202,0.10866666666666666,Gated GPR (QR anchor),0.0988193145797543,0.3417353197672502,4.766127586364746,0.26991150442477874,
