n_data,iters,amp,freq,seed,region,init_mae,const_mae,ratio,p_gate,dist
500,400,1.0,3.0,3000,none,0.7817491117385429,0.754907044528664,0.9755556187563124,0.005,0.30183559550182415
500,400,1.0,3.0,3001,hard,0.25521103164169695,0.7699586731868101,0.7293695050949661,0.01,0.6298846307703746
500,400,1.0,3.0,3001,none,0.20216644255645677,0.768544443377172,0.7216274658094127,0.005,0.6279175579383527
500,400,1.0,3.0,3002,hard,0.2802302900253561,0.7634806460211828,0.7380470249259872,0.015,0.6458488734432211
500,400,1.0,3.0,3002,none,0.21573980315015018,0.7651874545060636,0.5831176244677183,0.025,0.5967075662624366
500,400,1.0,3.0,3003,hard,0.30507387464248653,0.7387843089592254,0.6529451606549213,0.005,0.6144058381586631
500,400,1.0,3.0,3003,none,0.2193253485455054,0.7435495688576028,0.8690200366635352,0.005,0.618812658248167
500,400,1.0,3.0,3004,hard,0.22186053368110015,0.7742391159963568,1.0041918887627892,0.035,0.6115575802096446
500,400,1.0,3.0,3004,none,0.18395909557956827,0.7752247221465973,1.008748354301087,0.045,0.5942906629278742
500,400,1.0,3.0,3005,hard,0.19389454510123755,0.7676533099739555,1.0848399215771605,0.005,0.6184673232709301
500,400,1.0,3.0,3005,none,0.1914644577126009,0.7674015762475941,0.9815351350030826,0.005,0.6148959387212426
500,400,1.0,3.0,3006,hard,0.2748613959789386,0.7632520393192996,0.7842843404623043,0.02,0.6299495431632027
500,400,1.0,3.0,3006,none,0.1980052440684554,0.7649647263686042,0.8212035708578335,0.015,0.5881398187543248
500,400,1.0,3.0,3007,hard,0.18781161374757288,0.7654096649085895,0.9941933716026755,0.03,0.6435923138365333
500,400,1.0,3.0,3007,none,0.19824158511171389,0.7707080101283507,1.0704033476760408,0.03,0.6267060531786384
500,400,1.0,3.0,3008,hard,0.2766641808706847,0.7616319408869799,0.7064833354983981,0.01,0.6699900013047343
500,400,1.0,3.0,3008,none,0.2829499089328615,0.7657192129253845,0.5369113788721019,0.015,0.6680451514199828
500,400,1.0,3.0,3009,hard,0.26207269144935724,0.7452050394036216,0.7080089930620168,0.05,0.6045151088412507
500,400,1.0,3.0,3009,none,0.22662061054906565,0.7462644982817396,0.5185827325144287,0.055,0.6031781270117837
500,400,1.0,3.0,3010,hard,0.21705437938254396,0.7575297940084672,1.0008074629269756,0.08,0.6235875830166114
500,400,1.0,3.0,3010,none,0.21109411210660795,0.7573480628688757,0.8564166634140722,0.065,0.6153844669254636
500,400,1.0,3.0,3011,hard,0.26058500149571023,0.7553023479636485,0.791700147994956,0.085,0.5199900951752285
500,400,1.0,3.0,3011,none,0.2151637453216126,0.7566508905754039,0.7045927294412131,0.06,0.578090080264457
500,400,1.0,3.0,3012,hard,0.2021310223793217,0.7438692301528336,1.0844967626063287,0.085,0.5251998660416611
500,400,1.0,3.0,3012,none,0.222167690247778,0.7455562167555014,0.944586511963565,0.08,0.5362368162904497
500,400,1.0,3.0,3013,hard,0.1861903002023915,0.7500013146568167,1.0025900521038662,0.015,0.6494963519784126
500,400,1.0,3.0,3013,none,0.1779303283695244,0.7520350707979753,1.0733719179900851,0.015,0.6479831263450889
500,400,1.0,3.0,3014,hard,0.8250017591004586,0.7679918491428068,1.1352590911519753,0.005,0.29221907431613137
500,400,1.0,3.0,3014,none,0.8249696518452774,0.7690512065012997,1.125466711915387,0.005,0.2845212485201462
500,400,1.0,3.0,3015,hard,0.18274934162334147,0.7602411698465261,0.9858366245781577,0.015,0.5973875667285165
500,400,1.0,3.0,3015,none,0.2218772610004885,0.7646006968767887,0.9572185096943691,0.01,0.646014562086825
500,400,1.0,3.0,3016,hard,0.1859676465607493,0.75468062163314,0.9202360862434263,0.015,0.5841998954002995
500,400,1.0,3.0,3016,none,0.18522410388190183,0.7571017532882872,0.7934804504119186,0.015,0.5823826166113317
500,400,1.0,3.0,3017,hard,0.24906892621516957,0.7428602566881167,0.8113530559020504,0.03,0.6401562785237028
500,400,1.0,3.0,3017,none,0.28524620848267895,0.7454082293155815,0.665853196086518,0.04,0.6546818816207075
500,400,1.0,3.0,3018,hard,0.26603817431733223,0.7694711092239113,0.9572224278695122,0.01,0.6358472305041364
500,400,1.0,3.0,3018,none,0.2583623032992467,0.7722374777125725,0.8292070054537665,0.01,0.638007931396572
500,400,1.0,3.0,3019,hard,0.18797639324012094,0.7483732997007876,0.9691299994097818,0.025,0.6262192087007905
500,400,1.0,3.0,3019,none,0.21318944656394506,0.7498917513414844,0.9250786511350197,0.03,0.5863043460335962
500,400,1.0,5.0,3000,hard,0.7835087522390191,0.7561998893840184,0.9434737451919286,0.005,0.29915811964042843
500,400,1.0,5.0,3000,none,0.7817491117385429,0.754907044528664,0.9755556187563124,0.005,0.30183559550182415
500,400,1.0,5.0,3001,hard,0.2987019494969749,0.7712476840952988,0.818342756544365,0.01,0.6302030320819896
500,400,1.0,5.0,3001,none,0.20216644255645677,0.768544443377172,0.7216274658094127,0.005,0.6279175579383527
500,400,1.0,5.0,3002,hard,0.2929502147158663,0.7668479262033153,0.9234094232756939,0.015,0.649032333757883
500,400,1.0,5.0,3002,none,0.21573980315015018,0.7651874545060636,0.5831176244677183,0.025,0.5967075662624366
500,400,1.0,5.0,3003,hard,0.31479679431020424,0.7458436446126382,0.9000675169002936,0.005,0.6152876637470933
500,400,1.0,5.0,3003,none,0.2193253485455054,0.7435495688576028,0.8690200366635352,0.005,0.618812658248167
500,400,1.0,5.0,3004,hard,0.20175807640560847,0.7780968601665234,1.4342866471989382,0.035,0.6080432971303694
500,400,1.0,5.0,3004,none,0.18395909557956827,0.7752247221465973,1.008748354301087,0.045,0.5942906629278742
500,400,1.0,5.0,3005,hard,0.2369451892148675,0.7717059535454592,1.2983185019139698,0.005,0.6188653060102144
500,400,1.0,5.0,3005,none,0.1914644577126009,0.7674015762475941,0.9815351350030826,0.005,0.6148959387212426
500,400,1.0,5.0,3006,hard,0.20567167815260726,0.7675738936049795,1.2577537363921878,0.015,0.5863405528636587
500,400,1.0,5.0,3006,none,0.1980052440684554,0.7649647263686042,0.8212035708578335,0.015,0.5881398187543248
500,400,1.0,5.0,3007,hard,0.20094414564137547,0.7698994804146969,1.273513960692534,0.03,0.6257830511800964
500,400,1.0,5.0,3007,none,0.19824158511171389,0.7707080101283507,1.0704033476760408,0.03,0.6267060531786384
500,400,1.0,5.0,3008,hard,0.2810441179035239,0.7643583843010571,0.8488736516022941,0.01,0.6705905349489311
500,400,1.0,5.0,3008,none,0.2829499089328615,0.7657192129253845,0.5369113788721019,0.015,0.6680451514199828
500,400,1.0,5.0,3009,hard,0.2416389201890562,0.7487089572513601,0.90501020995056,0.06,0.6036569001488477
500,400,1.0,5.0,3009,none,0.22662061054906565,0.7462644982817396,0.5185827325144287,0.055,0.6031781270117837
500,400,1.0,5.0,3010,hard,0.22606787857313404,0.758679733054175,1.3155533831513913,0.065,0.6512681509224738
500,400,1.0,5.0,3010,none,0.21109411210660795,0.7573480628688757,0.8564166634140722,0.065,0.6153844669254636
500,400,1.0,5.0,3011,hard,0.262907568512788,0.7586276068263237,1.088341033736369,0.07,0.5870196324333495
500,400,1.0,5.0,3011,none,0.2151637453216126,0.7566508905754039,0.7045927294412131,0.06,0.578090080264457
500,400,1.0,5.0,3012,hard,0.22579815282303003,0.7474382422722782,1.1919723034482614,0.08,0.5204098465455784
500,400,1.0,5.0,3012,none,0.222167690247778,0.7455562167555014,0.944586511963565,0.08,0.5362368162904497
500,400,1.0,5.0,3013,hard,0.19811326707635737,0.7543662575372034,1.279744908800665,0.015,0.6487625713797072
500,400,1.0,5.0,3013,none,0.1779303283695244,0.7520350707979753,1.0733719179900851,0.015,0.6479831263450889
500,400,1.0,5.0,3014,hard,0.8258728461080163,0.7716825659810901,1.133334295392363,0.005,0.3014969599164805
500,400,1.0,5.0,3014,none,0.8249696518452774,0.7690512065012997,1.125466711915387,0.005,0.2845212485201462
500,400,1.0,5.0,3015,hard,0.20642716385339321,0.7652090724420901,1.2257760041236614,0.015,0.6535316153227891
500,400,1.0,5.0,3015,none,0.2218772610004885,0.7646006968767887,0.9572185096943691,0.01,0.646014562086825
500,400,1.0,5.0,3016,hard,0.20382187728786608,0.7576180553865638,1.1007087445333679,0.02,0.6447307038090225
500,400,1.0,5.0,3016,none,0.18522410388190183,0.7571017532882872,0.7934804504119186,0.015,0.5823826166113317
500,400,1.0,5.0,3017,hard,0.2957926431643608,0.7457620046516129,0.9105258912799605,0.045,0.6554974153205706
500,400,1.0,5.0,3017,none,0.28524620848267895,0.7454082293155815,0.665853196086518,0.04,0.6546818816207075
500,400,1.0,5.0,3018,hard,0.2935343927829106,0.7746216279308235,1.0883073341271103,0.005,0.6369828809678681
500,400,1.0,5.0,3018,none,0.2583623032992467,0.7722374777125725,0.8292070054537665,0.01,0.638007931396572
500,400,1.0,5.0,3019,hard,0.23533980019393821,0.753519013906984,1.244869600627709,0.04,0.6226663701520629
500,400,1.0,5.0,3019,none,0.21318944656394506,0.7498917513414844,0.9250786511350197,0.03,0.5863043460335962
500,400,2.0,3.0,3000,hard,0.7854607235473443,0.759258445331536,1.0230020751608386,0.005,0.2868823770629647
500,400,2.0,3.0,3000,none,0.7817491117385429,0.754907044528664,0.9755556187563124,0.005,0.30183559550182415
500,400,2.0,3.0,3001,hard,0.27319468125475543,0.7772503427388192,1.2436325909024772,0.005,0.6302960592480666
500,400,2.0,3.0,3001,none,0.20216644255645677,0.768544443377172,0.7216274658094127,0.005,0.6279175579383527
500,400,2.0,3.0,3002,hard,0.2326336631357044,0.7687203631582049,1.4030851033127565,0.035,0.6008465763354348
500,400,2.0,3.0,3002,none,0.21573980315015018,0.7651874545060636,0.5831176244677183,0.025,0.5967075662624366
500,400,2.0,3.0,3003,hard,0.3196874689207493,0.7408088668886332,1.0793914959444364,0.005,0.6154526628829653
500,400,2.0,3.0,3003,none,0.2193253485455054,0.7435495688576028,0.8690200366635352,0.005,0.618812658248167
500,400,2.0,3.0,3004,hard,0.2091236547838759,0.7801711110200591,1.8000430352520056,0.115,0.05077950578568891
500,400,2.0,3.0,3004,none,0.18395909557956827,0.7752247221465973,1.008748354301087,0.045,0.5942906629278742
500,400,2.0,3.0,3005,hard,0.24510168898920762,0.7752848573446067,1.470378125057613,0.005,0.6394087586572426
500,400,2.0,3.0,3005,none,0.1914644577126009,0.7674015762475941,0.9815351350030826,0.005,0.6148959387212426
500,400,2.0,3.0,3006,hard,0.2252265188251955,0.7677673347956204,1.582634479729252,0.06,0.06935997259235252
500,400,2.0,3.0,3006,none,0.1980052440684554,0.7649647263686042,0.8212035708578335,0.015,0.5881398187543248
500,400,2.0,3.0,3007,hard,0.21145535884421696,0.7685761933307133,1.8157967110569926,0.03,0.6502397494826802
500,400,2.0,3.0,3007,none,0.19824158511171389,0.7707080101283507,1.0704033476760408,0.03,0.6267060531786384
500,400,2.0,3.0,3008,hard,0.29662627657844576,0.7653872305550049,1.2137183125486826,0.01,0.671491366685599
500,400,2.0,3.0,3008,none,0.2829499089328615,0.7657192129253845,0.5369113788721019,0.015,0.6680451514199828
500,400,2.0,3.0,3009,hard,0.28105707584226514,0.7512463021466765,1.1839694635018914,0.05,0.6095711296731261
500,400,2.0,3.0,3009,none,0.22662061054906565,0.7462644982817396,0.5185827325144287,0.055,0.6031781270117837
500,400,2.0,3.0,3010,hard,0.23920295749469853,0.7651685983546119,1.5769518834536635,0.135,0.6519976851022525
500,400,2.0,3.0,3010,none,0.21109411210660795,0.7573480628688757,0.8564166634140722,0.065,0.6153844669254636
500,400,2.0,3.0,3011,hard,0.2843189577791251,0.7606646707439243,1.2418655251976243,0.085,0.6006503496854001
500,400,2.0,3.0,3011,none,0.2151637453216126,0.7566508905754039,0.7045927294412131,0.06,0.578090080264457
500,400,2.0,3.0,3012,hard,0.21523116836398765,0.748958551842184,1.6159228452791545,0.09,0.5348646716998899
500,400,2.0,3.0,3012,none,0.222167690247778,0.7455562167555014,0.944586511963565,0.08,0.5362368162904497
500,400,2.0,3.0,3013,hard,0.22099332367148133,0.7555850836975029,1.5075900078251647,0.015,0.6491877657704119
500,400,2.0,3.0,3013,none,0.1779303283695244,0.7520350707979753,1.0733719179900851,0.015,0.6479831263450889
500,400,2.0,3.0,3014,hard,0.8266318407523048,0.7753633962652434,1.159840943351508,0.005,0.2915983272949278
500,400,2.0,3.0,3014,none,0.8249696518452774,0.7690512065012997,1.125466711915387,0.005,0.2845212485201462
500,400,2.0,3.0,3015,hard,0.20131105544218778,0.7643898632889209,1.6083963499667586,0.025,0.5950841028744707
500,400,2.0,3.0,3015,none,0.2218772610004885,0.7646006968767887,0.9572185096943691,0.01,0.646014562086825
500,400,2.0,3.0,3016,hard,0.2056696459703175,0.7617671137162715,1.5502972627662723,0.07,0.6499583350946038
500,400,2.0,3.0,3016,none,0.18522410388190183,0.7571017532882872,0.7934804504119186,0.015,0.5823826166113317
500,400,2.0,3.0,3017,hard,0.2728944749953625,0.748488314131395,1.2801347414835844,0.03,0.6643345984648255
500,400,2.0,3.0,3017,none,0.28524620848267895,0.7454082293155815,0.665853196086518,0.04,0.6546818816207075
500,400,2.0,3.0,3018,hard,0.27780937121547433,0.7738931795474807,1.50949276280796,0.01,0.639526980469737
500,400,2.0,3.0,3018,none,0.2583623032992467,0.7722374777125725,0.8292070054537665,0.01,0.638007931396572
500,400,2.0,3.0,3019,hard,0.27039678285793456,0.753818891032065,1.3569020248122985,0.045,0.5949208187679482
500,400,2.0,3.0,3019,none,0.21318944656394506,0.7498917513414844,0.9250786511350197,0.03,0.5863043460335962
500,400,2.0,5.0,3000,hard,0.7889592119120464,0.7617121555372717,0.9938215292812754,0.005,0.29330555332497277
500,400,2.0,5.0,3000,none,0.7817491117385429,0.754907044528664,0.9755556187563124,0.005,0.30183559550182415
500,400,2.0,5.0,3001,hard,0.3185357273569313,0.7783232722877285,1.263901267995026,0.01,0.6285550738620761
500,400,2.0,5.0,3001,none,0.20216644255645677,0.768544443377172,0.7216274658094127,0.005,0.6279175579383527
500,400,2.0,5.0,3002,hard,0.3108772647995418,0.7733688019108589,1.4114419375537317,0.015,0.6492559329066362
500,400,2.0,5.0,3002,none,0.21573980315015018,0.7651874545060636,0.5831176244677183,0.025,0.5967075662624366
500,400,2.0,5.0,3003,hard,0.32725326201542115,0.7522620920478973,1.3592620702567064,0.005,0.5851005206543375
500,400,2.0,5.0,3003,none,0.2193253485455054,0.7435495688576028,0.8690200366635352,0.005,0.618812658248167
500,400,2.0,5.0,3004,hard,0.22254724075975077,0.7852354067504588,2.150483642132383,0.225,0.011709082021228048
500,400,2.0,5.0,3004,none,0.18395909557956827,0.7752247221465973,1.008748354301087,0.045,0.5942906629278742
500,400,2.0,5.0,3005,hard,0.23145196025980436,0.7812110088589241,2.200916190674216,0.015,0.6236589299311515
500,400,2.0,5.0,3005,none,0.1914644577126009,0.7674015762475941,0.9815351350030826,0.005,0.6148959387212426
500,400,2.0,5.0,3006,hard,0.3000553306450509,0.7748384829917367,1.5891095357136948,0.205,0.6422457538236883
500,400,2.0,5.0,3006,none,0.1980052440684554,0.7649647263686042,0.8212035708578335,0.015,0.5881398187543248
500,400,2.0,5.0,3007,hard,0.22554514907599427,0.7739000454559473,2.1136911738051394,0.07,0.6480592432812218
500,400,2.0,5.0,3007,none,0.19824158511171389,0.7707080101283507,1.0704033476760408,0.03,0.6267060531786384
500,400,2.0,5.0,3008,hard,0.30401036264284437,0.7683024422508001,1.3318721593215352,0.01,0.6709640266730088
500,400,2.0,5.0,3008,none,0.2829499089328615,0.7657192129253845,0.5369113788721019,0.015,0.6680451514199828
500,400,2.0,5.0,3009,hard,0.26636855648401947,0.7547447128019039,1.4833808950293395,0.075,0.6187577492911828
500,400,2.0,5.0,3009,none,0.22662061054906565,0.7462644982817396,0.5185827325144287,0.055,0.6031781270117837
500,400,2.0,5.0,3010,hard,0.2580884924774473,0.764686244167442,1.8403841997734245,0.13,0.020256834199894252
500,400,2.0,5.0,3010,none,0.21109411210660795,0.7573480628688757,0.8564166634140722,0.065,0.6153844669254636
500,400,2.0,5.0,3011,hard,0.3158815015811513,0.7649453178288123,1.493493595426977,0.105,0.6010257373013
500,400,2.0,5.0,3011,none,0.2151637453216126,0.7566508905754039,0.7045927294412131,0.06,0.578090080264457
500,400,2.0,5.0,3012,hard,0.2522870494369576,0.7526777824491122,1.751372340021357,0.08,0.532183550450165
500,400,2.0,5.0,3012,none,0.222167690247778,0.7455562167555014,0.944586511963565,0.08,0.5362368162904497
500,400,2.0,5.0,3013,hard,0.22144720380126534,0.7609164690813405,2.0183569337294647,0.015,0.6527439437133804
500,400,2.0,5.0,3013,none,0.1779303283695244,0.7520350707979753,1.0733719179900851,0.015,0.6479831263450889
500,400,2.0,5.0,3014,hard,0.8287625507287327,0.7790539397283066,1.1604556758894546,0.005,0.31652947946459603
500,400,2.0,5.0,3014,none,0.8249696518452774,0.7690512065012997,1.125466711915387,0.005,0.2845212485201462
500,400,2.0,5.0,3015,hard,0.310404679421021,0.7717682868582904,1.3543940493425826,0.01,0.6503911542854952
500,400,2.0,5.0,3015,none,0.2218772610004885,0.7646006968767887,0.9572185096943691,0.01,0.646014562086825
500,400,2.0,5.0,3016,hard,0.2199248024097587,0.7640151501627852,2.0029785421345725,0.04,0.016787891213942623
500,400,2.0,5.0,3016,none,0.18522410388190183,0.7571017532882872,0.7934804504119186,0.015,0.5823826166113317
500,400,2.0,5.0,3017,hard,0.2697100181637785,0.7502164020824637,1.615414335261549,0.045,0.6516627603280877
500,400,2.0,5.0,3017,none,0.28524620848267895,0.7454082293155815,0.665853196086518,0.04,0.6546818816207075
500,400,2.0,5.0,3018,hard,0.3112934593331812,0.7818144865118009,1.5653112625121666,0.005,0.6417941400811058
500,400,2.0,5.0,3018,none,0.2583623032992467,0.7722374777125725,0.8292070054537665,0.01,0.638007931396572
500,400,2.0,5.0,3019,hard,0.2458327186944923,0.7600931461764752,1.8788828210902904,0.04,0.6220677458598756
500,400,2.0,5.0,3019,none,0.21318944656394506,0.7498917513414844,0.9250786511350197,0.03,0.5863043460335962
500,400,3.0,3.0,3000,hard,0.7971240270795682,0.7709900544797526,1.148264724015419,0.02,0.2798383067331318
500,400,3.0,3.0,3000,none,0.7817491117385429,0.754907044528664,0.9755556187563124,0.005,0.30183559550182415
500,400,3.0,3.0,3001,hard,0.30156642121093274,0.7893724133171932,1.7294223162230855,0.055,0.05767560913875626
500,400,3.0,3.0,3001,none,0.20216644255645677,0.768544443377172,0.7216274658094127,0.005,0.6279175579383527
500,400,3.0,3.0,3002,hard,0.26113959507553525,0.7801611951612267,2.011233019004691,0.045,0.6486305396175042
500,400,3.0,3.0,3002,none,0.21573980315015018,0.7651874545060636,0.5831176244677183,0.025,0.5967075662624366
500,400,3.0,3.0,3003,hard,0.24841049294176776,0.750393961438789,2.3739194094375495,0.005,0.07191887141736666
500,400,3.0,3.0,3003,none,0.2193253485455054,0.7435495688576028,0.8690200366635352,0.005,0.618812658248167
500,400,3.0,3.0,3004,hard,0.24847998174225877,0.7928299926755032,2.4162835604860056,0.08,0.03122795636783664
500,400,3.0,3.0,3004,none,0.18395909557956827,0.7752247221465973,1.008748354301087,0.045,0.5942906629278742
500,400,3.0,3.0,3005,hard,0.2895273247375919,0.7892138499585698,1.9560338886201418,0.05,0.6458621032506687
500,400,3.0,3.0,3005,none,0.1914644577126009,0.7674015762475941,0.9815351350030826,0.005,0.6148959387212426
500,400,3.0,3.0,3006,hard,0.2523606341053149,0.7777126887046432,2.2019220104617374,0.06,0.054414257759724555
500,400,3.0,3.0,3006,none,0.1980052440684554,0.7649647263686042,0.8212035708578335,0.015,0.5881398187543248
500,400,3.0,3.0,3007,hard,0.2390381235135045,0.7792723497816689,2.6210068405210105,0.095,0.04414895954505725
500,400,3.0,3.0,3007,none,0.19824158511171389,0.7707080101283507,1.0704033476760408,0.03,0.6267060531786384
500,400,3.0,3.0,3008,hard,0.2948169249831933,0.7791714837066682,1.8994788164382004,0.005,0.6743954933954122
500,400,3.0,3.0,3008,none,0.2829499089328615,0.7657192129253845,0.5369113788721019,0.015,0.6680451514199828
500,400,3.0,3.0,3009,hard,0.3070816494317166,0.7622345098638988,1.7308088443839622,0.185,0.6127176419953569
500,400,3.0,3.0,3009,none,0.22662061054906565,0.7462644982817396,0.5185827325144287,0.055,0.6031781270117837
500,400,3.0,3.0,3010,hard,0.2678012088847788,0.7786379088475042,2.1518547150423046,0.06,0.04462080928278322
500,400,3.0,3.0,3010,none,0.21109411210660795,0.7573480628688757,0.8564166634140722,0.065,0.6153844669254636
500,400,3.0,3.0,3011,hard,0.33894455076299046,0.772367937140176,1.611237741644287,0.13,0.06393721231397217
500,400,3.0,3.0,3011,none,0.2151637453216126,0.7566508905754039,0.7045927294412131,0.06,0.578090080264457
500,400,3.0,3.0,3012,hard,0.23713220281001457,0.76015039487131,2.4425887287704424,0.035,0.043207295059008194
500,400,3.0,3.0,3012,none,0.222167690247778,0.7455562167555014,0.944586511963565,0.08,0.5362368162904497
500,400,3.0,3.0,3013,hard,0.24309933623940913,0.7683936439271192,2.1792899025897996,0.04,0.04792667381822268
500,400,3.0,3.0,3013,none,0.1779303283695244,0.7520350707979753,1.0733719179900851,0.015,0.6479831263450889
500,400,3.0,3.0,3014,hard,0.8366151233818865,0.7890226988944987,1.2667563184569595,0.005,0.2904939341002282
500,400,3.0,3.0,3014,none,0.8249696518452774,0.7690512065012997,1.125466711915387,0.005,0.2845212485201462
500,400,3.0,3.0,3015,hard,0.2292286138453511,0.7759291820315459,2.2323034881043453,0.045,0.03285970591454362
500,400,3.0,3.0,3015,none,0.2218772610004885,0.7646006968767887,0.9572185096943691,0.01,0.646014562086825
500,400,3.0,3.0,3016,hard,0.2305586957500206,0.775346297132613,2.306116196351435,0.07,0.050921393440734375
500,400,3.0,3.0,3016,none,0.18522410388190183,0.7571017532882872,0.7934804504119186,0.015,0.5823826166113317
500,400,3.0,3.0,3017,hard,0.29826634385030687,0.7621120685861528,1.8263593363933517,0.02,0.0074097858526520595
500,400,3.0,3.0,3017,none,0.28524620848267895,0.7454082293155815,0.665853196086518,0.04,0.6546818816207075
500,400,3.0,3.0,3018,hard,0.2906910442330246,0.785021751163439,2.1523430793240017,0.01,0.04318080617571084
500,400,3.0,3.0,3018,none,0.2583623032992467,0.7722374777125725,0.8292070054537665,0.01,0.638007931396572
500,400,3.0,3.0,3019,hard,0.2920112675299237,0.7657479569900913,1.9403775406597952,0.035,0.618066425913007
500,400,3.0,3.0,3019,none,0.21318944656394506,0.7498917513414844,0.9250786511350197,0.03,0.5863043460335962
500,400,3.0,5.0,3000,hard,0.8008001308519963,0.7742936980462121,1.1104783515526577,0.005,0.2714154869375016
500,400,3.0,5.0,3000,none,0.7817491117385429,0.754907044528664,0.9755556187563124,0.005,0.30183559550182415
500,400,3.0,5.0,3001,hard,0.3375259459068641,0.7904270258936412,1.7590739374244366,0.06,0.01113411017957497
500,400,3.0,5.0,3001,none,0.20216644255645677,0.768544443377172,0.7216274658094127,0.005,0.6279175579383527
500,400,3.0,5.0,3002,hard,0.3113924955323143,0.7867745160283348,2.0815100366168915,0.105,0.6517244430872009
500,400,3.0,5.0,3002,none,0.21573980315015018,0.7651874545060636,0.5831176244677183,0.025,0.5967075662624366
500,400,3.0,5.0,3003,hard,0.3553906235154162,0.7639067140064217,1.8207166452715962,0.035,0.042298313596247014
500,400,3.0,5.0,3003,none,0.2193253485455054,0.7435495688576028,0.8690200366635352,0.005,0.618812658248167
500,400,3.0,5.0,3004,hard,0.25002569990836326,0.7992452319351668,2.935697724899643,0.175,0.0060741023705305945
500,400,3.0,5.0,3004,none,0.18395909557956827,0.7752247221465973,1.008748354301087,0.045,0.5942906629278742
500,400,3.0,5.0,3005,hard,0.259321854678882,0.79664421734696,2.970858581714881,0.095,0.6351597865951568
500,400,3.0,5.0,3005,none,0.1914644577126009,0.7674015762475941,0.9815351350030826,0.005,0.6148959387212426
500,400,3.0,5.0,3006,hard,0.33293106421194946,0.788865471986579,2.160090104602476,0.14,0.006571550148985158
500,400,3.0,5.0,3006,none,0.1980052440684554,0.7649647263686042,0.8212035708578335,0.015,0.5881398187543248
500,400,3.0,5.0,3007,hard,0.26862650923827514,0.7861733012583728,2.653555379632515,0.15,0.040938465377612566
500,400,3.0,5.0,3007,none,0.19824158511171389,0.7707080101283507,1.0704033476760408,0.03,0.6267060531786384
500,400,3.0,5.0,3008,hard,0.3416813287733645,0.781208866364826,1.774971334862097,0.08,0.6729322303010705
500,400,3.0,5.0,3008,none,0.2829499089328615,0.7657192129253845,0.5369113788721019,0.015,0.6680451514199828
500,400,3.0,5.0,3009,hard,0.29593101085171364,0.7664754168966371,2.0385725773471783,0.215,0.01487032491843225
500,400,3.0,5.0,3009,none,0.22662061054906565,0.7462644982817396,0.5185827325144287,0.055,0.6031781270117837
500,400,3.0,5.0,3010,hard,0.3169752878505279,0.77642470971217,2.0451892368305016,0.075,0.009703750292364722
500,400,3.0,5.0,3010,none,0.21109411210660795,0.7573480628688757,0.8564166634140722,0.065,0.6153844669254636
500,400,3.0,5.0,3011,hard,0.3171534566083335,0.7780623888355767,2.1981903743986435,0.14,0.021587472858320425
500,400,3.0,5.0,3011,none,0.2151637453216126,0.7566508905754039,0.7045927294412131,0.06,0.578090080264457
500,400,3.0,5.0,3012,hard,0.3232688352006708,0.7665765215815465,2.0586458803587986,0.035,0.030187660984100074
500,400,3.0,5.0,3012,none,0.222167690247778,0.7455562167555014,0.944586511963565,0.08,0.5362368162904497
500,400,3.0,5.0,3013,hard,0.24680048877502064,0.7742854377345196,2.8040291262569843,0.075,0.031005638625559523
500,400,3.0,5.0,3013,none,0.1779303283695244,0.7520350707979753,1.0733719179900851,0.015,0.6479831263450889
500,400,3.0,5.0,3014,hard,0.8375310128393687,0.7920479480535466,1.24444993904467,0.005,0.3159783276843857
500,400,3.0,5.0,3014,none,0.8249696518452774,0.7690512065012997,1.125466711915387,0.005,0.2845212485201462
500,400,3.0,5.0,3015,hard,0.33299326080204283,0.7845539870044086,1.8522955166658432,0.005,0.033099200376019516
500,400,3.0,5.0,3015,none,0.2218772610004885,0.7646006968767887,0.9572185096943691,0.01,0.646014562086825
500,400,3.0,5.0,3016,hard,0.24732772888859317,0.7787777814347254,2.831794439168992,0.025,0.010740821220263102
500,400,3.0,5.0,3016,none,0.18522410388190183,0.7571017532882872,0.7934804504119186,0.015,0.5823826166113317
500,400,3.0,5.0,3017,hard,0.2920216497150423,0.7624856433441641,2.2218860243379437,0.045,0.011806016642874102
500,400,3.0,5.0,3017,none,0.28524620848267895,0.7454082293155815,0.665853196086518,0.04,0.6546818816207075
500,400,3.0,5.0,3018,hard,0.33405250588479196,0.7946472633815308,2.152223713119038,0.075,0.024276931793397488
500,400,3.0,5.0,3018,none,0.2583623032992467,0.7722374777125725,0.8292070054537665,0.01,0.638007931396572
500,400,3.0,5.0,3019,hard,0.30326734321979737,0.7728368374932668,2.253343288442578,0.085,0.6217389114513093
500,400,3.0,5.0,3019,none,0.21318944656394506,0.7498917513414844,0.9250786511350197,0.03,0.5863043460335962
1000,200,1.0,3.0,3000,hard,0.20751041853974378,0.7628602281592223,0.8168058481740261,0.005,0.6509702438833505
1000,200,1.0,3.0,3000,none,0.2058384439418646,0.7656670337660616,0.7581086739428624,0.005,0.6497222719382367
1000,200,1.0,3.0,3001,hard,0.1963566729300353,0.7648258532665232,0.9024198612113742,0.01,0.6521963180488204
1000,200,1.0,3.0,3001,none,0.1851877146852503,0.76475703704028,0.6411366455719669,0.015,0.6524925934056803
1000,200,1.0,3.0,3002,hard,0.18259677803246127,0.745669554418035,1.045180694905847,0.02,0.6504450842993411
