task,region,noise,seed,dim,emb_dim,init_mae,init_in,init_out,const_mae,detect_dist,detect_dist_emb,arm,hp,mae,err_in,err_out,err_in_emb,ess
synth10,hard,gauss,4006,10,62,0.1507531642065785,0.28855173048971156,0.12938503538935572,0.9411314255824265,0.07658369082729302,0.11835906437187976,oracle,"oracle|alpha=1.0,q=0.1",0.19354543893715845,0.2088349706679671,0.19117452396763948,0.22860868534975168,0.19998188154212448
synth10,hard,gauss,4006,10,62,0.1507531642065785,0.28855173048971156,0.12938503538935572,0.9411314255824265,0.07658369082729302,0.11835906437187976,oracle,"oracle|alpha=1.0,q=0.3",0.1481439665459609,0.21545531151676814,0.1377061403116775,0.23488447780914418,0.5586657778312331
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,uniform,uniform,0.16218570219440254,0.33368363701489584,0.1371807039636288,0.3052959838128663,1.0
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,weakspot,"weakspot|alpha=0.5,q=0.03",0.17849084973620638,0.36448777409490374,0.15137184816113416,0.3401360937806436,0.2033902201589265
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,weakspot,"weakspot|alpha=0.5,q=0.1",0.17629127849493767,0.34411548247206086,0.15182192305971687,0.3250360111152897,0.4999716889477834
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,weakspot,"weakspot|alpha=0.5,q=0.3",0.1670247417729306,0.33608810886148843,0.14237471202555854,0.30721133938031914,0.8350767332071384
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,weakspot,"weakspot|alpha=1.0,q=0.03",0.3269028087778238,0.4937074115736304,0.3025821147580399,0.47911725239697545,0.06000013563736906
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,weakspot,"weakspot|alpha=1.0,q=0.1",0.2307594017542653,0.3950007572060692,0.20681243815501918,0.3745537489196347,0.19998188154212448
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,weakspot,"weakspot|alpha=1.0,q=0.3",0.17480882246554597,0.3379038573240214,0.15102899641485446,0.31451169125097644,0.558665777831233
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,weakspot_emb,"weakspot_emb|alpha=0.5,q=0.03",0.19085332458981433,0.34364934223089144,0.16857513124140178,0.32657299886132973,0.2033902201589264
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,weakspot_emb,"weakspot_emb|alpha=0.5,q=0.1",0.17801894459850437,0.31981931661081286,0.1573439548092563,0.298967024031006,0.49997168894778354
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,weakspot_emb,"weakspot_emb|alpha=0.5,q=0.3",0.16662195116204168,0.3237657834210131,0.14370983124802952,0.294688235641372,0.8350767332071386
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,weakspot_emb,"weakspot_emb|alpha=1.0,q=0.03",0.7805637359030041,0.42272115139987543,0.8327384352762761,0.38380134580251307,0.060000135637369084
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,weakspot_emb,"weakspot_emb|alpha=1.0,q=0.1",0.2644780705583182,0.33697381504518226,0.2539079376612074,0.32018864974154554,0.1999818815421245
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,weakspot_emb,"weakspot_emb|alpha=1.0,q=0.3",0.1742834077136695,0.31146811531455326,0.15428139792597262,0.2899459987174674,0.5586657778312331
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,random_emb,"random_emb|alpha=0.5,q=0.03",0.16647861469433234,0.3559716239467804,0.1388498717239811,0.3279679017350137,0.20339022015892647
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,random_emb,"random_emb|alpha=0.5,q=0.1",0.16270643435037208,0.34439274853009627,0.13621593480368643,0.3175837360422995,0.49997168894778343
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,random_emb,"random_emb|alpha=0.5,q=0.3",0.16144516308952028,0.34097581426121204,0.1352689667428027,0.3108568729834014,0.8350767332071386
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,random_emb,"random_emb|alpha=1.0,q=0.03",0.4200182855953074,0.5500057692600944,0.40106565620963663,0.5064543180078906,0.06000013563736908
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,random_emb,"random_emb|alpha=1.0,q=0.1",0.20749322154465966,0.4090176419771228,0.17811025677808168,0.392582319522254,0.19998188154212448
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,random_emb,"random_emb|alpha=1.0,q=0.3",0.16492602634422626,0.35377121250470744,0.13739173824463163,0.3278924780009634,0.558665777831233
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,loss,loss|alpha=0.5,0.16624654070657371,0.31137892518599647,0.1450857318552342,0.2926848639096527,0.8250854072841484
synth10,hard,gauss,4000,10,63,0.190203457823071,0.40363314210480716,0.15908466398193558,0.9477463256454982,0.021940641496067854,0.09762062929667814,loss,loss|alpha=1.0,0.17431211601375576,0.30928245021914336,0.1546329696056944,0.2974740613977211,0.5411305290168572
